,index_party,sent
943,943,Wir setzen uns für ambitionierte Ausbauziele auf europäischer Ebene ein.
944,944,Wir setzen uns für eine Weiterentwicklung der CO2-Flottengrenzwerte für Nutzfahrzeuge ein und unterstützen die Vorschläge der Europäischen Kommission für den Aufbau von Tankund Ladeinfrastruktur für Lkw.
945,945,Wir schaffen ein Mobilitätsdatengesetz und stellen freie Zugänglichkeit von Verkehrsdaten sicher.
946,946,"Zur wettbewerbsneutralen Nutzung von Fahrzeugdaten streben wir ein Treuhänder-Modell an, das Zugriffsbedürfnisse der Nutzer, privater Anbieter und staatlicher Organe sowie die Interessen betroffener Unternehmen und Entwickler angemessen berücksichtigt."
947,947,"Im Gesetz zum autonomen Fahren werden wir die Regelungen verbessern, Haftungsfragen klären und die Datenhoheit der Nutzer sicherstellen."
948,948,"Verkehrsordnung Wir werden Straßenverkehrsgesetz und Straßenverkehrsordnung so anpassen, dass neben der Flüssigkeit und Sicherheit des Verkehrs die Ziele des Klimaund Umweltschutzes, der Gesundheit und der städtebaulichen Entwicklung berücksichtigt werden, um Ländern und Kommunen Entscheidungsspielräume zu eröffnen."
949,949,Wir wollen eine Öffnung für digitale Anwendungen wie digitale Parkraumkontrolle.
950,950,In Umsetzung der Vision Zero werden wir das Verkehrssicherheitsprogramm weiterentwickeln.
951,951,Ein generelles Tempolimit wird es nicht geben.
952,952,"52 Um Jugendliche schon frühzeitig für die Gefahren im Straßenverkehr zu schulen, werden wir begleitetes Fahren ab 16 Jahren ermöglichen."
953,953,"Wir wollen mehr digitale Elemente des Führerscheinunterrichtes ermöglichen, die Digitalisierung von Fahrzeugdokumenten vorantreiben und das Monopol bei der Fahrerlaubnisprüfung unter Wahrung geltender Qualitätsstandards aufheben."
954,954,"Wir wollen, dass Notbremsund Abstandsassistenten in Nutzfahrzeugen nicht abgeschaltet werden dürfen."
955,955,Die Nachrüstung von Lkw-Abbiegeassistenzsystemen werden wir bis zum verpflichtenden Einbau weiterhin fördern.
956,956,"Radverkehr Wir werden den Nationalen Radverkehrsplan umsetzen und fortschreiben, den Ausbau und die Modernisierung des Radwegenetzes sowie die Förderung kommunaler Radverkehrsinfrastruktur vorantreiben."
957,957,Zur Stärkung des Radverkehrs werden wir die Mittel bis 2030 absichern und die Kombination von Rad und öffentlichem Verkehr fördern.
958,958,Den Fußverkehr werden wir strukturell unterstützen und mit einer nationalen Strategie unterlegen.
959,959,Schiffsverkehr Wir werden eine Nationale Hafenstrategie entwickeln und die enge Zusammenarbeit unserer Häfen fördern.
960,960,Der Bund steht zur gemeinsamen Verantwortung für die notwendigen Hafeninfrastrukturen.
961,961,Den Schifffahrtsanteil im Güterverkehr wollen wir steigern und dazu auch Hinterlandanbindungen stärken.
962,962,Wir werden Landstrom und alternative Antriebe und Kraftstoffe fördern.
963,963,Wir werden das Flottenerneuerungsprogramm für die klimafreundliche Binnenschifffahrt anpassen.
964,964,Wir wollen bei der Ausgestaltung von Fit for 55 die Gesamtbelastungen für die Schifffahrt im Blick behalten.
965,965,"Das Bundesamt für Seeschifffahrt und Hydrografie werden wir stärken, um eine einheitliche Flaggenstaatsverwaltung einzuführen und um den Offshore-Windenergieausbau zu beschleunigen."
966,966,Wir werden Sanierung und Ausbau von Schleusen beschleunigen.
967,967,Wir werden einen gesamtgesellschaftlichen Dialog zu Klimaresilienz und Naturschutz bei Wasserstraßen initiieren.
968,968,Wir werden die Wasserstraßenund Schifffahrtsverwaltung stärken und ihre Effizienz erhöhen.
969,969,"Luftverkehr Wir wollen die deutsche Luftverkehrswirtschaft und -industrie als Schlüsselbranchen nachhaltig und leistungsfähig weiterentwickeln, in einem umfassenden Beteiligungsprozess ein Luftverkehrskonzept 2030+ zur Zukunft der Flughäfen in Deutschland erstellen, die Schienenanbindung von Drehkreuzen fördern und durch bessere Bahnverbindungen die Anzahl von Kurzstreckenflügen verringern."
970,970,53 Deutschland soll Vorreiter beim CO2-neutralen Fliegen werden bei Wahrung von fairen Rahmenbedingungen im internationalen Wettbewerb.
971,971,"Unser Ziel ist die Schaffung von fairen Rahmenbedingungen im internationalen Wettbewerb für einen wirksamen Klimaschutz im Luftverkehr, der Emissionen effektiv reduziert sowie Carbon Leakage vermeidet."
972,972,"Bis zur europäischen Entscheidung über die Einführung einer Kerosinsteuer in Anlehnung an den Energiegehalt werden wir uns dafür einsetzen, auch europaweit eine Luftverkehrsabgabe einzuführen, wie sie in Deutschland erhoben wird."
973,973,"Wir werden uns bei der Europäischen Union dafür einsetzen, dass Flugtickets nicht zu einem Preis unterhalb der Steuern, Zuschläge, Entgelte und Gebühren verkauft werden dürfen."
974,974,Mit Blick auf die aktuelle pandemiebedingte Krise der Luftfahrtbranche werden wir eine Erhöhung der Luftverkehrsabgabe erst nach 2023 prüfen.
975,975,"Einnahmen aus der Luftverkehrssteuer werden wir für die Förderung von Produktion und Einsatz von CO2-neutralen strombasierten Flugkraftstoffen sowie für Forschung, Entwicklung und Flottenmodernisierung im Luftverkehr einsetzen."
976,976,"Wir unterstützen ambitionierte Quoten für Power-to-Liquid (PtL-Quoten) im Luftund Schiffsverkehr, um einen Markthochlauf anzureizen."
977,977,Wir wollen Fluglärm reduzieren und den Anteil lärmabhängiger Flughafenentgelte erhöhen.
978,978,Wir fördern einen klimaneutralen Flughafenbetrieb.
979,979,Die Aufgabe der Deutschen Flugsicherung wird um das Thema eines effektiven Lärmschutzes erweitert.
980,980,Eine Änderung des Fluglärmschutzgesetzes werden wir auf Basis des Evaluierungsberichts der Bundesregierung betrachten.
981,981,Wir werden uns auf EU-Ebene für die Umsetzung des „Single European Sky“ und einen niedrigeren Schwefelgehalt von Kerosin einsetzen.
982,982,Detektion und Abwehr von Drohnen ist hoheitliche Aufgabe.
983,983,"Klima, Energie, Transformation Der menschengemachte Klimawandel ist eine der größten Herausforderungen unserer Zeit."
984,984,Wir müssen die Klimakrise gemeinsam bewältigen.
985,985,Darin liegen auch große Chancen für die Modernisierung unseres Landes und den Industriestandort Deutschland: Neue Geschäftsmodelle und Technologien können klimaneutralen Wohlstand und gute Arbeit schaffen.
986,986,Die neue Bundesregierung wird den Ausbau der Erneuerbaren Energien zu einem zentralen Projekt ihrer Regierungsarbeit machen.
987,987,"Wir werden national, in Europa und international unsere Klima-, Energieund Wirtschaftspolitik auf den 1,5-Grad-Pfad ausrichten und die Potenziale auf allen staatlichen Ebenen 54 aktivieren."
988,988,"Um dies zu erreichen, werden wir unsere Ziele ambitioniert aus dem gemeinsamen Beitrag ableiten, zu dem sich die Europäische Union im Rahmen des Pariser Abkommens verpflichtet hat."
989,989,"Dabei sichern wir die Freiheit kommender Generationen im Sinne der Entscheidung des Bundesverfassungsgerichts, indem wir einen verlässlichen und kosteneffizienten Weg zur Klimaneutralität spätestens 2045 technologieoffen ausgestalten."
990,990,Am deutschen Atomausstieg halten wir fest.
991,991,"Wir setzen auf eine sozial-ökologische Marktwirtschaft und auf konkrete Maßnahmen, die in den nächsten Jahren umgesetzt werden und die Menschen mitnehmen."
992,992,In den Verhandlungen über das EU-Programm „Fit for 55“ unterstützen wir die Vorschläge der EU- Kommission und wollen in den einzelnen Sektoren die Instrumente möglichst technologieneutral ausgestalten.
993,993,"Klimaschutzgesetz Wir werden das Klimaschutzgesetz noch im Jahr 2022 konsequent weiterentwickeln und ein Klimaschutz-Sofortprogramm mit allen notwendigen Gesetzen, Verordnungen und Maßnahmen auf den Weg bringen."
994,994,"Wir werden Klimaschutz zu einer Querschnittsaufgabe machen, indem das jeweils federführende Ressort seine Gesetzentwürfe auf ihre Klimawirkung und die Vereinbarkeit mit den nationalen Klimaschutzzielen hin prüft und mit einer entsprechenden Begründung versieht (Klimacheck)."
995,995,"Alle Sektoren werden einen Beitrag leisten müssen: Verkehr, Bauen und Wohnen, Stromerzeugung, Industrie und Landwirtschaft."
996,996,Die Einhaltung der Klimaziele werden wir anhand einer sektorübergreifenden und analog zum Pariser Klimaabkommen mehrjährigen Gesamtrechnung überprüfen.
997,997,Basis dafür ist das jährliche Monitoring.
998,998,Auf dem Weg zur Klimaneutralität müssen alle Sektoren ihren Beitrag zum Erreichen der Klimaziele leisten.
999,999,"Wir wollen mit aller Kraft vermeiden, dass Deutschland aufgrund einer Nichterreichung seiner Klimaziele EU-Emissionshandels-Zertifikate im Rahmen der EU-Lastenteilung kaufen muss, die den Bundeshaushalt belasten."
1000,1000,Wir werden ein Klimaschutzsofortprogramm mit allen notwendigen Gesetzen und Vorhaben bis Ende 2022 auf den Weg bringen und abschließen.
1001,1001,"Erneuerbare Energien 55 Wir machen es zu unserer gemeinsamen Mission, den Ausbau der Erneuerbaren Energien drastisch zu beschleunigen und alle Hürden und Hemmnisse aus dem Weg zu räumen."
1002,1002,Wir richten unser Erneuerbaren-Ziel auf einen höheren Bruttostrombedarf von 680-750 TWh im Jahr 2030 aus.
1003,1003,Davon sollen 80 Prozent aus Erneuerbaren Energien stammen.
1004,1004,Entsprechend beschleunigen wir den Netzausbau.
1005,1005,Die jährlichen Ausschreibungsmengen passen wir dynamisch an.
1006,1006,"Wir benötigen einen Instrumentenmix, um den massiven Ausbau zu erreichen: Neben dem EEG werden wir Instrumente für den förderfreien Zubau, wie z."
1007,1007,B. langfristige Stromlieferverträge (PPA) und den europaweiten Handel mit Herkunftsnachweisen im Sinne des Klimaschutzes stärken.
1008,1008,Den dezentralen Ausbau der Erneuerbaren Energien wollen wir stärken.
1009,1009,"Erneuerbarer Strom, insbesondere aus ausgeförderten Anlagen und Anlagen außerhalb der EEG-Förderung soll stärker in der Erzeugerregion genutzt werden können."
1010,1010,Dafür werden wir alle notwendigen Regelungen überprüfen.
1011,1011,Grün erzeugter Strom muss in der Erzeugerregion auch als grüner Strom genutzt werden dürfen.
1012,1012,Wir werden Planungsund Genehmigungsverfahren erheblich beschleunigen.
1013,1013,Die Erneuerbaren Energien liegen im öffentlichen Interesse und dienen der Versorgungssicherheit.
1014,1014,"Bei der Schutzgüterabwägung setzen wir uns dafür ein, dass es einen zeitlich bis zum Erreichen der Klimaneutralität befristeten Vorrang für Erneuerbare Energien gibt."
1015,1015,"Wir schaffen Rechtssicherheit im Artenschutzrecht, u. a. durch die Anwendung einer bundeseinheitlichen Bewertungsmethode bei der Artenschutzprüfung von Windenergievorhaben."
1016,1016,Des Weiteren werden wir uns für eine stärkere Ausrichtung auf den Populationsschutz auf europäischer Ebene einsetzen und die Ausnahmetatbestände rechtssicher fassen.
1017,1017,"Wir setzen uns dafür ein, dass die Zulassungsbehörden durch den Einsatz externer Projektteams wirksam entlastet werden."
1018,1018,Der zeitliche Beginn der gesetzlichen Genehmigungsfristen soll durch klare Anforderungen an die Antragsunterlagen gesichert werden.
1019,1019,Auch soll eine Klarstellung der Umsetzungsfristen für Genehmigungen vorgenommen werden.
1020,1020,Alle geeigneten Dachflächen sollen künftig für die Solarenergie genutzt werden.
1021,1021,"Bei gewerblichen Neubauten soll dies verpflichtend, bei privaten Neubauten soll es die Regel werden."
1022,1022,"Bürokratische Hürden werden wir abbauen und Wege eröffnen, um private Bauherren finanziell und administrativ nicht zu überfordern."
1023,1023,Wir sehen darin auch ein Konjunkturprogramm für Mittelstand und Handwerk.
1024,1024,56 Unser Ziel für den Ausbau der Photovoltaik (PV) sind ca.
1025,1025,200 GW bis 2030.
1026,1026,"Dazu beseitigen wir alle Hemmnisse, u. a. werden wir Netzanschlüsse und die Zertifizierung beschleunigen, Vergütungssätze anpassen, die Ausschreibungspflicht für große Dachanlagen und die Deckel prüfen."
1027,1027,Auch innovative Solarenergie wie Agriund Floating-PV werden wir stärken und die Ko-Nutzung ermöglichen.
1028,1028,Für die Windenergie an Land sollen zwei Prozent der Landesflächen ausgewiesen werden.
1029,1029,Die nähere Ausgestaltung des Flächenziels erfolgt im Baugesetzbuch.
1030,1030,Wir stärken den Bund-Länder- Kooperationsausschuss.
1031,1031,"Wir werden noch im ersten Halbjahr 2022 gemeinsam mit Bund, Ländern und Kommunen alle notwendigen Maßnahmen anstoßen, um das gemeinsame Ziel eines beschleunigten Erneuerbaren- Ausbaus und die Bereitstellung der dafür notwendigen Flächen zu organisieren."
1032,1032,"Wir werden sicherstellen, dass auch in weniger windhöffigen Regionen der Windenergieausbau deutlich vorankommt, damit in ganz Deutschland auch verbrauchsnah Onshore-Windenergie zur Verfügung steht (und Netzengpässe vermieden werden)."
1033,1033,"Wo bereits Windparks stehen, muss es ohne großen Genehmigungsaufwand möglich sein, alte Windenergieanlagen durch neue zu ersetzen."
1034,1034,"Den Konflikt zwischen Windkraftausbau und Artenschutz wollen wir durch innovative technische Vermeidungsmaßnahmen entschärfen, u. a. durch Antikollisionssysteme."
1035,1035,Wir wollen die Abstände zu Drehfunkfeuern und Wetterradaren kurzfristig reduzieren.
1036,1036,Bei der Ausweisung von Tiefflugkorridoren soll der Windenergieausbau verstärkt berücksichtigt werden.
1037,1037,"Die Kapazitäten für Windenergie auf See werden wir auf mindestens 30 GW 2030, 40 GW 2035 und 70 GW 2045 erheblich steigern."
1038,1038,Dazu werden wir entsprechende Flächen in der Außenwirtschaftszone sichern.
1039,1039,Offshore-Anlagen sollen Priorität gegenüber anderen Nutzungsformen genießen.
1040,1040,Auch in der Ko-Nutzung sehen wir eine Möglichkeit für einen besseren Interessenausgleich.
1041,1041,Wir treiben europäische Offshore-Kooperationen weiter voran und stärken grenzüberschreitende Projekte in Nordund Ostsee.
1042,1042,"Den zusätzlich erzeugten Offshore-Windstrom werden wir beschleunigt, eingriffsminimierend und gebündelt anbinden."
1043,1043,"Die dafür notwendigen Technologieentscheidungen, beispielsweise zur Rolle hybrider Interkonnektoren, vermaschter Offshore-Netze oder von Multiterminalanbindungen, werden wir umgehend treffen und dabei auch die landseitige Netzintegration im Blick haben."
1044,1044,57 Die Bioenergie in Deutschland soll eine neue Zukunft haben.
1045,1045,Dazu werden wir eine nachhaltige Biomasse-Strategie erarbeiten.
1046,1046,"Wir wollen das Potenzial der Geothermie für die Energieversorgung, u. a. durch Verbesserung der Datenlagen und Prüfung einer Fündigkeitsrisikoversicherung, stärker nutzen."
1047,1047,"Wir wollen dafür sorgen, dass Kommunen von Windenergieanlagen und größeren Freiflächen- Solaranlagen auf ihrem Gebiet finanziell angemessen profitieren können."
1048,1048,Wir stärken die Bürger-Energie als wichtiges Element für mehr Akzeptanz.
1049,1049,"Im Rahmen des europarechtlich Möglichen werden wir die Rahmenbedingungen für die Bürger-Energie verbessern (Energy Sharing, Prüfung eines Fonds, der die Risiken absichert) und insgesamt die De-minimis- Regelungen als Beitrag zum Bürokratieabbau ausschöpfen."
1050,1050,"Wir werden im Rahmen der Novellierung des Steuer-, Abgabenund Umlagensystems die Förderung von Mieterstromund Quartierskonzepten vereinfachen und stärken."
1051,1051,Wir werden uns für eine flächendeckende kommunale Wärmeplanung und den Ausbau der Wärmenetze einsetzen.
1052,1052,Wir streben einen sehr hohen Anteil Erneuerbarer Energien bei der Wärme an und wollen bis 2030 50 Prozent der Wärme klimaneutral erzeugen.
1053,1053,"Wir werden die Länder zu Gesprächen darüber einladen, wie der Bund sie bei der Umsetzung der in der Klimarahmenkonvention verankerten Klimabildung am besten unterstützen kann."
1054,1054,Kohleausstieg Zur Einhaltung der Klimaschutzziele ist auch ein beschleunigter Ausstieg aus der Kohleverstromung nötig.
1055,1055,Idealerweise gelingt das schon bis 2030.
1056,1056,"Die Entscheidung des Bundesverfassungsgerichts, das verschärfte 2030-Klimaziel sowie die kommende und von uns unterstützte Verschärfung des EU- Emissionshandels schränken die Spielräume zunehmend ein."
1057,1057,"Das verlangt den von uns angestrebten massiven Ausbau der Erneuerbaren Energien und die Errichtung moderner Gaskraftwerke, um den im Laufe der nächsten Jahre steigenden Stromund Energiebedarf zu wettbewerbsfähigen Preisen zu decken."
1058,1058,Dafür werden wir den für 2026 im Kohleausstiegsgesetz vorgesehenen Überprüfungsschritt bis spätestens Ende 2022 analog zum Gesetz vornehmen.
1059,1059,58 Die bis zur Versorgungssicherheit durch Erneuerbare Energien notwendigen Gaskraftwerke sollen zur Nutzung der vorhandenen (Netz-)Infrastrukturen und zur Sicherung von Zukunftsperspektiven auch an bisherigen Kraftwerksstandorten gebaut werden.
1060,1060,"Sie müssen so gebaut werden, dass sie auf klimaneutrale Gase (H2-ready) umgestellt werden können."
1061,1061,Die Versorgungssicherheit und den schnellen Ausbau der Erneuerbaren werden wir regelmäßig überprüfen.
1062,1062,Dazu werden wir das Monitoring der Versorgungssicherheit mit Strom und Wärme zu einem echten Stresstest weiterentwickeln.
1063,1063,Die betroffenen Regionen sowie die vom Kohleabbau Betroffenen können weiterhin auf solidarische Unterstützung zählen.
1064,1064,Maßnahmen des Strukturstärkungsgesetzes wie zum Beispiel das Vorhaben Universitätsmedizin Cottbus werden vorgezogen bzw.
1065,1065,beschleunigt.
1066,1066,Die flankierenden arbeitspolitischen Maßnahmen wie das Anpassungsgeld werden entsprechend angepasst und um eine Qualifizierungskomponente für jüngere Beschäftigte ergänzt.
1067,1067,Niemand wird ins Bergfreie fallen.
1068,1068,"Unser Ziel ist es, im Rahmen des Kohleausstiegs ergänzend zu den bisher im Gesetz zugesagten Leistungen an Kommunen keine zusätzlichen Entschädigungen an Unternehmen zu zahlen."
1069,1069,Die im dritten Umsiedlungsabschnitt betroffenen Dörfer im Rheinischen Revier wollen wir erhalten.
1070,1070,Über Lützerath werden die Gerichte entscheiden.
1071,1071,"Geprüft wird die Errichtung einer Stiftung oder Gesellschaft, die den Rückbau der Kohleverstromung und die Renaturierung organisiert."
1072,1072,Gas und Wasserstoff Eine Energieinfrastruktur für erneuerbaren Strom und Wasserstoff ist eine Voraussetzung für die europäische Handlungsfähigkeit und Wettbewerbsfähigkeit im 21.
1073,1073,Jahrhundert.
1074,1074,Wir wollen die Energieversorgung für Deutschland und Europa diversifizieren.
1075,1075,Für energiepolitische Projekte auch in Deutschland gilt das europäische Energierecht.
1076,1076,"Wir beschleunigen den massiven Ausbau der Erneuerbare Energien und die Errichtung moderner Gaskraftwerke, um den im Laufe der nächsten Jahre steigenden Stromund Energiebedarf zu wettbewerbsfähigen Preisen zu decken."
1077,1077,"Die bis zur Versorgungssicherheit durch Erneuerbare Energien notwendigen Gaskraftwerke müssen so gebaut werden, dass sie auf klimaneutrale Gase (H2-ready) umgestellt werden können."
1078,1078,Erdgas ist für eine Übergangszeit unverzichtbar.
1079,1079,Die Wasserstoffstrategie wird 2022 fortgeschrieben.
1080,1080,Ziel ist ein schneller Markthochlauf.
1081,1081,Erste Priorität hat die einheimische Erzeugung auf Basis Erneuerbarer Energien.
1082,1082,Für einen schnellen Hochlauf und bis 59 zu einer günstigen Versorgung mit grünem Wasserstoff setzen wir auf eine technologieoffene Ausgestaltung der Wasserstoffregulatorik.
1083,1083,Wir wollen den Aufbau einer leistungsfähigen Wasserstoffwirtschaft und die dafür notwendige Importund Transportinfrastruktur möglichst schnell vorantreiben.
1084,1084,Wir wollen eine Elektrolysekapazität von rund 10 Gigawatt im Jahr 2030 erreichen.
1085,1085,Dies werden wir u. a. durch den Zubau von Offshore- Windenergie sowie europäische und internationale Energiepartnerschaften sicherstellen.
1086,1086,Dazu ist ein engagierter Aufbau der notwendigen Infrastruktur erforderlich.
1087,1087,Dafür werden wir die notwendigen Rahmenbedingungen einschließlich effizient gestalteter Förderprogramme schaffen und insbesondere auch die europäische Zusammenarbeit in diesem Bereich stärken.
1088,1088,Wir werden die novellierte Erneuerbare-Energien-Richtlinie nach Verabschiedung möglichst technologieoffen und ambitioniert umsetzen; dabei schließen wir Atomkraft weiterhin aus.
1089,1089,Beim Import von Wasserstoff werden wir die klimapolitischen Auswirkungen beachten und faire Wettbewerbsbedingungen für unsere Wirtschaft sicherstellen.
1090,1090,Wir setzen uns auf europäischer Ebene für eine einheitliche Zertifizierung von Wasserstoff und seinen Folgeprodukten ein und stärken europäische Importpartnerschaften.
1091,1091,Wir werden das IPCEI Wasserstoff zusammen mit den Bundesländern schnell umsetzen und Investitionen in den Aufbau einer Wasserstoffinfrastruktur fördern.
1092,1092,Wir wollen Programme wie z.
1093,1093,B. H2Global europäisch weiterentwickeln und entsprechend finanziell ausstatten.
1094,1094,Netze Stromund Wasserstoffnetze sind das Rückgrat des Energiesystems der Zukunft.
1095,1095,Für den massiven Ausbau der Erneuerbaren Energien brauchen wir mehr Tempo und Verbindlichkeit beim Netzausbau auf allen Ebenen.
1096,1096,Netzinfrastrukturen wollen wir in Zukunft auf allen politischen Ebenen stärker gemeinsam und vorausschauend planen.
1097,1097,"Dazu werden wir Bundesnetzagentur und Netzbetreiber umgehend beauftragen, einen über die aktuellen Netzentwicklungsplanungen hinausgehenden Plan für ein Klimaneutralitätsnetz zu berechnen und den Bundesbedarfsplan entsprechend fortschreiben."
1098,1098,Besonderes Augenmerk muss bei allen Maßnahmen auf den Stromautobahnen liegen.
1099,1099,Im Rahmen des Klimaschutz-Sofortprogramms werden wir weitere Maßnahmen auf den Weg bringen.
1100,1100,Wir werden die Planungsund Genehmigungsverfahren für eine schnellere Planung und Realisierung von Stromund Wasserstoffnetzen beschleunigen.
1101,1101,Wir gewährleisten eine klare Zuordnung der 60 politischen Verantwortung für gute frühzeitige Bürgerbeteiligung beim Netzausbau.
1102,1102,Wir legen bis Mitte 2023 eine „Roadmap Systemstabilität“ vor.
1103,1103,"Wir werden die Verteilnetze modernisieren und digitalisieren, u. a. durch eine vorausschauende Planung und mehr Steuerbarkeit."
1104,1104,Den Rollout intelligenter Messsysteme als Voraussetzung für Smart Grids werden wir unter Gewährleistung des Datenschutzes und der IT-Sicherheit erheblich beschleunigen.
1105,1105,Wir werden Speicher als eigenständige Säule des Energiesystems rechtlich definieren.
1106,1106,Die Bereitstellung von Kapital für die Netzinfrastruktur braucht im europäischen Vergleich auch zukünftig attraktive Investitionsbedingungen.
1107,1107,"Wir werden im Einklang mit europäischem Recht den staatlichen Einfluss auf kritische Infrastruktur sicherstellen, wenn Sicherheitsinteressen berührt sind."
1108,1108,Strommarktdesign Im Zuge des Ausbaus der Erneuerbaren Energien werden wir ein neues Strommarktdesign erarbeiten.
1109,1109,"Dazu setzen wir gemeinsam als Bundesregierung und Koalitionsfraktionen eine Plattform „Klimaneutrales Stromsystem“ ein, die 2022 konkrete Vorschläge macht und Stakeholder aus Wissenschaft, Wirtschaft und Zivilgesellschaft einbezieht."
1110,1110,Dabei bekennen wir uns zu einer weiteren Integration des europäischen Energiebinnenmarktes.
1111,1111,"Um den zügigen Zubau gesicherter Leistung anzureizen und den Atomund Kohleausstieg abzusichern, werden wir in diesem Rahmen bestehende Instrumente evaluieren sowie wettbewerbliche und technologieoffene Kapazitätsmechanismen und Flexibilitäten prüfen."
1112,1112,"Dazu zählen u. a. gesicherte Erneuerbaren-Leistungen, hocheffiziente Gaskraftwerke mit Kraft-Wärme-Kopplung im Rahmen der Weiterentwicklung des entsprechenden Gesetzes, ein Innovationsprogramm, um H2-ready- Gaskraftwerke auch an Kohlekraftwerkstandorten anreizen zu können, Speicher, Energieeffizienzmaßnahmen und Lastmanagement."
1113,1113,Wir werden Marktpreise bei der künftigen KWK-Förderung angemessen berücksichtigen.
1114,1114,Außerdem bedarf es einer raschen und umfassenden Reform der Finanzierungsarchitektur des Energiesystems.
1115,1115,"Der Weg muss darin bestehen, Anreize für die sektorübergreifende Nutzung von Erneuerbaren Energien, dezentrale Erzeugungsmodelle sowie die Vermeidung von Treibhausgasemissionen konsequent zu stärken."
1116,1116,"Wir gewährleisten, dass erneuerbarer Strom wirtschaftlich für die Sektorenkopplung genutzt wird, anstatt die Anlagen wegen Netzengpässen abzuschalten."
1117,1117,"61 Wir werden die staatlich induzierten Preisbestandteile im Energiesektor grundlegend reformieren und dabei auf systematische, konsistente, transparente und möglichst verzerrungsfreie Wettbewerbsbedingungen abzielen, Sektorenkopplung ermöglichen und so ein Level-Playing-Field für alle Energieträger und Sektoren schaffen."
1118,1118,Dabei spielt der CO2-Preis eine zentrale Rolle.
1119,1119,"Wir treiben eine Reform der Netzentgelte voran, die die Transparenz stärkt, die Transformation zur Klimaneutralität fördert und die Kosten der Integration der Erneuerbaren Energien fair verteilt."
1120,1120,"Sozial gerechte Energiepreise Um – auch angesichts höherer CO2-Preiskomponenten – für sozial gerechte und für die Wirtschaft wettbewerbsfähige Energiepreise zu sorgen, werden wir die Finanzierung der EEG-Umlage über den Strompreis beenden."
1121,1121,Wir werden sie daher zum 1.
1122,1122,Januar 2023 in den Haushalt übernehmen.
1123,1123,"Die Finanzierung übernimmt der EKF, der aus den Einnahmen der Emissionshandelssysteme (BEHG und ETS) und einem Zuschuss aus dem Bundeshaushalt gespeist wird."
1124,1124,"Der EKF wird in der Lage sein, die Finanzierung der nötigen Klimaschutzmaßnahmen und der EEG-Umlage zu stemmen."
1125,1125,Mit der Vollendung des Kohleausstieges werden wir die Förderung der Erneuerbaren Energien auslaufen lassen.
1126,1126,Im Rahmen dieser Änderungen werden alle Ausnahmen von EEG-Umlage und Energiesteuern sowie die Kompensationsregelungen überprüft und angepasst.
1127,1127,"Ziel ist es, Steuerbegünstigungen abzubauen, die sich auf die wirtschaftliche Nutzung von Strom beziehen und dabei die Entlastung durch den Wegfall der EEG-Umlage zu berücksichtigen."
1128,1128,Die Unternehmen sollen dadurch insgesamt nicht mehr belastet werden.
1129,1129,Wir wollen den europäischen Emissionshandel und das Brennstoffemissionshandelsgesetz (BEHG) im Sinne des EU-Programms „Fit for 55“ überarbeiten.
1130,1130,"Wir setzen auf einen steigenden CO2-Preis als wichtiges Instrument, verbunden mit einem starken sozialen Ausgleich und werden dabei insbesondere Menschen mit geringeren Einkommen unterstützen."
1131,1131,"Was gut ist fürs Klima, wird günstiger – was schlecht ist, teurer."
1132,1132,Daher unterstützen wir die Pläne der Europäischen Kommission zur Stärkung des bestehenden Emissionshandels und setzen uns für eine ambitionierte Reform ein.
1133,1133,Wir setzen uns insbesondere auf europäischer Ebene für einen ETS-Mindestpreis sowie für die Schaffung eines zweiten Emissionshandels für die Bereiche Wärme und Mobilität (ETS 2) ein.
1134,1134,"Dabei ist vorzusehen, dass in den jeweiligen EU-Mitgliedstaaten ein sozialer Ausgleich stattfindet."
1135,1135,"In den 2030er Jahren soll es ein einheitliches EU-Emissionshandelssystem über alle Sektoren geben, das Belastungen nicht einseitig zulasten der Verbraucherinnen und Verbraucher verschiebt."
1136,1136,62 Der Preis im ETS liegt derzeit bei um die 60 Euro/Tonne.
1137,1137,"Nach allen Prognosen wird er strukturell nicht unter dieses Niveau fallen, sondern eher steigen."
1138,1138,"Sollte die Entwicklung der nächsten Jahre anders verlaufen und die Europäische Union sich nicht auf einen ETS-Mindestpreis verständigt haben, werden wir über die entsprechenden nationalen Maßnahmen entscheiden (wie z."
1139,1139,B. Zertifikatlöschung oder Mindestpreis etc.
1140,1140,"), damit der CO2-Preis langfristig nicht unter 60 Euro/Tonne fällt."
1141,1141,"Das Brennstoffemissionshandelsgesetz (BEHG), einschließlich der erfassten Brennstoffemissionen in der Industrie (industrielle Prozesswärme), wollen wir auf seine Kompatibilität mit einem möglichen ETS 2 überprüfen und gegebenenfalls so anpassen, dass ein möglichst reibungsloser Übergang gewährleistet ist."
1142,1142,Wir betrachten Energiepreise und CO2-Preise zusammen.
1143,1143,Angesichts des derzeitigen Preisniveaus durch nicht CO2-Preis-getriebene Faktoren halten wir aus sozialen Gründen am bisherigen BEHG-Preispfad fest.
1144,1144,Wir werden einen Vorschlag zur Ausgestaltung der Marktphase nach 2026 machen.
1145,1145,"Um einen künftigen Preisanstieg zu kompensieren und die Akzeptanz des Marktsystems zu gewährleisten, werden wir einen sozialen Kompensationsmechanismus über die Abschaffung der EEG- Umlage hinaus entwickeln (Klimageld)."
