,index_party,sent
148,148,.
149,149,.
150,150,.
151,151,.
152,152,.
153,153,.
154,154,> 37 1.3.
155,155,Europa stärken .
156,156,.
157,157,.
158,158,.
159,159,.
160,160,.
161,161,.
162,162,.
163,163,.
164,164,.
165,165,.
166,166,.
167,167,.
168,168,.
169,169,.
170,170,.
171,171,.
172,172,.
173,173,.
174,174,.
175,175,.
176,176,.
177,177,.
178,178,.
179,179,.
180,180,.
181,181,.
182,182,.
183,183,> 6 3.7.
184,184,Gut aufwachsen .
185,185,.
186,186,.
187,187,.
188,188,.
189,189,.
190,190,.
191,191,.
192,192,.
193,193,.
194,194,.
195,195,.
196,196,.
197,197,.
198,198,.
199,199,.
200,200,.
201,201,.
202,202,.
203,203,.
204,204,.
205,205,.
206,206,.
207,207,.
208,208,.
209,209,.
210,210,> 39 1.4.
211,211,Zusammenhalt wählen .
212,212,.
213,213,.
214,214,.
215,215,.
216,216,.
217,217,.
218,218,.
219,219,.
220,220,.
221,221,.
222,222,.
223,223,.
224,224,.
225,225,.
226,226,.
227,227,.
228,228,.
229,229,.
230,230,.
231,231,.
232,232,.
233,233,> 6 3.8.
234,234,Gleichstellung verwirklichen.
235,235,.
236,236,.
237,237,.
238,238,.
239,239,.
240,240,.
241,241,.
242,242,.
243,243,.
244,244,.
245,245,.
246,246,.
247,247,.
248,248,.
249,249,.
250,250,.
251,251,> 42 2.0.
252,252,Eine lebenswerte Zukunft.
253,253,.
254,254,.
255,255,.
256,256,.
257,257,.
258,258,.
259,259,.
260,260,.
261,261,.
262,262,.
263,263,.
264,264,.
265,265,.
266,266,.
267,267,.
268,268,.
269,269,.
270,270,.
271,271,.
272,272,> 8 3.9.
273,273,Zusammen leben.
274,274,.
275,275,.
276,276,.
277,277,.
278,278,.
279,279,.
280,280,.
281,281,.
282,282,.
283,283,.
284,284,.
285,285,.
286,286,.
287,287,.
288,288,.
289,289,.
290,290,.
291,291,.
292,292,.
293,293,.
294,294,.
295,295,.
296,296,.
297,297,.
298,298,.
299,299,> 45 2.1.
300,300,Zukunftsmission I.
301,301,3.10.
302,302,Demokratie stärken.
303,303,.
304,304,.
305,305,.
306,306,.
307,307,.
308,308,.
309,309,.
310,310,.
311,311,.
312,312,.
313,313,.
314,314,.
315,315,.
316,316,.
317,317,.
318,318,.
319,319,.
320,320,.
321,321,.
322,322,.
323,323,.
324,324,.
325,325,.
326,326,> 47 Klimaneutrales Deutschland.
327,327,.
328,328,.
329,329,.
330,330,.
331,331,.
332,332,.
333,333,.
334,334,.
335,335,.
336,336,.
337,337,.
338,338,.
339,339,.
340,340,.
341,341,.
342,342,.
343,343,.
344,344,> 8 3.11.
345,345,Kultur fördern .
346,346,.
347,347,.
348,348,.
349,349,.
350,350,.
351,351,.
352,352,.
353,353,.
354,354,.
355,355,.
356,356,.
357,357,.
358,358,.
359,359,.
360,360,.
361,361,.
362,362,.
363,363,.
364,364,.
365,365,.
366,366,.
367,367,.
368,368,.
369,369,.
370,370,.
371,371,.
372,372,.
373,373,> 48 2.2.
374,374,Zukunftsmission II.
375,375,Modernstes Mobilitätssystem Europas.
376,376,.
377,377,.
378,378,.
379,379,.
380,380,.
381,381,.
382,382,.
383,383,.
384,384,> 11 3.12.
385,385,Einander besser verstehen.
386,386,.
387,387,.
388,388,.
389,389,.
390,390,.
391,391,.
392,392,.
393,393,.
394,394,.
395,395,.
396,396,.
397,397,.
398,398,.
399,399,.
400,400,.
401,401,.
402,402,.
403,403,.
404,404,> 50 2.3.
405,405,Zukunftsmission III.
406,406,3.13.
407,407,Sicher leben.
408,408,.
409,409,.
410,410,.
411,411,.
412,412,.
413,413,.
414,414,.
415,415,.
416,416,.
417,417,.
418,418,.
419,419,.
420,420,.
421,421,.
422,422,.
423,423,.
424,424,.
425,425,.
426,426,.
427,427,.
428,428,.
429,429,.
430,430,.
431,431,.
432,432,.
433,433,.
434,434,.
435,435,.
436,436,.
437,437,> 51 Digitale Souveränität in Deutschland und Europa .
438,438,> 13 3.14.
439,439," Gesundheitsschutz, Jugendschutz und Ent­krimi­­- 2.4."
440,440,Zukunftsmission IV.
441,441,na­lisierung bestimmen unsere Drogenpolitik.
442,442,.
443,443,.
444,444,.
445,445,> 52 Update für die Gesundheit .
446,446,.
447,447,.
448,448,.
449,449,.
450,450,.
451,451,.
452,452,.
453,453,.
454,454,.
455,455,.
456,456,.
457,457,.
458,458,.
459,459,.
460,460,.
461,461,.
462,462,.
463,463,> 17 3.15.
464,464,Natur respektieren .. .
465,465,.
466,466,.
467,467,.
468,468,.
469,469,.
470,470,.
471,471,.
472,472,.
473,473,.
474,474,.
475,475,.
476,476,.
477,477,.
478,478,.
479,479,.
480,480,.
481,481,.
482,482,.
483,483,.
484,484,.
485,485,.
486,486,> 52 2.5.
487,487,Wie wir eine zukunftsfähige Wirtschaft fördern wollen.
488,488,.
489,489,.
490,490,.
491,491,.
492,492,.
493,493,.
494,494,.
495,495,.
496,496,.
497,497,.
498,498,.
499,499,.
500,500,.
501,501,.
502,502,.
503,503,.
504,504,.
505,505,.
506,506,.
507,507,.
508,508,.
509,509,.
510,510,.
511,511,.
512,512,.
513,513,.
514,514,.
515,515,> 19 4.0.
516,516,Souveränes Europa in der Welt.
517,517,.
518,518,.
519,519,.
520,520,.
521,521,.
522,522,.
523,523,.
524,524,.
525,525,.
526,526,.
527,527,.
528,528,.
529,529,.
530,530,.
531,531,> 55 2.6.
532,532,Wie wir Wissenschaft und Forschung innovativ 4.1.
533,533,Solidarität stärken.
534,534,.
535,535,.
536,536,.
537,537,.
538,538,.
539,539,.
540,540,.
541,541,.
542,542,.
543,543,.
544,544,.
545,545,.
546,546,.
547,547,.
548,548,.
549,549,.
550,550,.
551,551,.
552,552,.
553,553,.
554,554,.
555,555,.
556,556,.
557,557,.
558,558,> 55 und ­zukunftsfähig halten.. .
559,559,.
560,560,.
561,561,.
562,562,.
563,563,.
564,564,.
565,565,.
566,566,.
567,567,.
568,568,.
569,569,.
570,570,.
571,571,.
572,572,.
573,573,.
574,574,.
575,575,.
576,576,> 21 4.2.
577,577,Sozial-ökologisch wirtschaften .
578,578,.
579,579,.
580,580,.
581,581,.
582,582,.
583,583,.
584,584,.
585,585,.
586,586,.
587,587,.
588,588,.
589,589,.
590,590,.
591,591,.
592,592,> 56 2.7.
593,593,Wie wir unsere Politik finanzieren wollen.
594,594,.
595,595,.
596,596,.
597,597,.
598,598,.
599,599,.
600,600,> 22 4.3.
601,601,Demokratie erweitern.
602,602,.
603,603,.
604,604,.
605,605,.
606,606,.
607,607,.
608,608,.
609,609,.
610,610,.
611,611,.
612,612,.
613,613,.
614,614,.
615,615,.
616,616,.
617,617,.
618,618,.
619,619,.
620,620,.
621,621,.
622,622,.
623,623,> 58 2.8.
624,624,Wie wir regieren wollen.
625,625,.
626,626,.
627,627,.
628,628,.
629,629,.
630,630,.
631,631,.
632,632,.
633,633,.
634,634,.
635,635,.
636,636,.
637,637,.
638,638,.
639,639,.
640,640,.
641,641,.
642,642,.
643,643,.
644,644,.
645,645,> 25 4.4.
646,646,Europäische Nachbarschaften pflegen.
647,647,.
648,648,.
649,649,.
650,650,.
651,651,.
652,652,.
653,653,.
654,654,.
655,655,.
656,656,> 59 3.0.
657,657,Eine Gesellschaft des Respekts .
658,658,.
659,659,.
660,660,.
661,661,.
662,662,.
663,663,.
664,664,.
665,665,.
666,666,.
667,667,.
668,668,.
669,669,.
670,670,.
671,671,.
672,672,> 27 4.5.
673,673,Frieden sichern.
674,674,.
675,675,.
676,676,.
677,677,.
678,678,.
679,679,.
680,680,.
681,681,.
682,682,.
683,683,.
684,684,.
685,685,.
686,686,.
687,687,.
688,688,.
689,689,.
690,690,.
691,691,.
692,692,.
693,693,.
694,694,.
695,695,.
696,696,.
697,697,.
698,698,.
699,699,.
700,700,.
701,701,> 61 3.1.
702,702,Arbeit wertschätzen.. .
703,703,.
704,704,.
705,705,.
706,706,.
707,707,.
708,708,.
709,709,.
710,710,.
711,711,.
712,712,.
713,713,.
714,714,.
715,715,.
716,716,.
717,717,.
718,718,.
719,719,.
720,720,.
721,721,.
722,722,.
723,723,.
724,724,> 27 5.0.
725,725,"Zukunft, Respekt und ein solidarisches Europa – 3.2."
726,726,Berufschancen erhöhen.
727,727,.
728,728,.
729,729,.
730,730,.
731,731,.
732,732,.
733,733,.
734,734,.
735,735,.
736,736,.
737,737,.
738,738,.
739,739,.
740,740,.
741,741,.
742,742,.
743,743,.
744,744,.
745,745,.
746,746,.
747,747,> 31 Leitgedanken für ein neues Jahrzehnt .
748,748,.
749,749,.
750,750,.
751,751,.
752,752,.
753,753,.
754,754,.
755,755,.
756,756,> 65 3.3.
757,757,Solidarität erweitern .
758,758,.
759,759,.
760,760,.
761,761,.
762,762,.
763,763,.
764,764,.
765,765,.
766,766,.
767,767,.
768,768,.
769,769,.
770,770,.
771,771,.
772,772,.
773,773,.
774,774,.
775,775,.
776,776,.
777,777,.
778,778,.
779,779,.
780,780,> 33 SPD-Parteivorstand 2021 Seite > 2  Kapitel 1 1.0.
781,781,Zukunft.
782,782,Respekt.
783,783,Europa.
784,784,Am Anfang des dritten Jahrzehnts des 21.
785,785,"Jahrhunderts stehen wir in Deutschland, Europa und der Welt vor gewaltigen Aufgaben."
786,786,"Dabei hat die Corona-Krise drängende Fragen unserer Zeit teils überlagert, teils stärker in den Fokus gerückt: Gelingt es uns, die Arbeit und den Wohlstand von morgen zu sichern und für Vollbeschäftigung zu sorgen?"
787,787,"Oder finden wir uns damit ab, dass Menschen ohne Arbeit bleiben?"
788,788,Überwinden wir die wachsende Ungleichheit?
789,789,"Oder nehmen wir es hin, dass wenige sich die höchsten Einkommen und die besten Perspektiven sichern, aber die Lasten und Risiken auf den Schultern derer liegen, die sich nicht wehren können?"
790,790,"Wird es uns gelingen, unser Leben und Wirtschaften so zu verändern, dass wir den menschengemachten Klimawandel aufhalten?"
791,791,"Nehmen wir die Gestaltung des digitalen Wandels als demokratische Gesellschaft selbst in die Hand oder bleibt es dabei, dass die Entwicklung der digitalen Welt von wenigen Technologiekonzernen diktiert wird?"
792,792,Sorgen wir für gleiche Teilhabe und mehr Zusammenhalt?
793,793,"Oder nehmen wir es hin, dass unsere Gesellschaft immer weiter auseinanderdriftet, so dass Populisten und Nationalisten leichtes Spiel haben?"
794,794,Das neue Jahrzehnt beginnt mit der Herausforderung der Corona-Pandemie.
795,795,Für viele Bürger*innen und Unternehmen bedeutet diese Krise harte Einschränkungen.
796,796,"Umso bemerkenswerter ist die Bereitschaft, Solidarität zu üben, um uns alle zu schützen und dafür auch Einschnitte in die persönliche Freiheit zu akzeptieren."
797,797,"Die nächsten Monate werden uns die Rückkehr in eine neue Normalität ermöglichen, die die Beschränkungen des öffentlichen und des privaten Lebens Zug um Zug überwindet."
798,798,Doch auch dann wird uns Corona noch begleiten.
799,799,Vieles wird anders.
800,800,Die Erfahrung dieser Krise wird sich ins kollektive Gedächtnis einschreiben.
801,801,"Wir alle haben erfahren, dass nichts eine persönliche Begegnung auf Dauer ersetzen kann."
802,802,"Wir haben aber auch gelernt, wie wir digital zusammenarbeiten und kommunizieren können."
803,803,"Außerdem haben mittlerweile alle erkannt, wie unabdingbar die Arbeit vieler Menschen für unser tägliches Leben und Überleben ist, die aber bisher nicht die Wertschätzung und schon gar nicht die Bezahlung und Sicherheit bekommen, die sie verdienen."
804,804,"Es hat sich eindringlich bestätigt, dass Familien auf eine krisenfeste, verlässliche Infrastruktur an Bildung, Betreuung und Angeboten der Kinderund Jugendarbeit angewiesen sind."
805,805,"Um die Krise zu überwinden, braucht es gemeinsame Anstrengungen."
806,806,"Daraus kann neuer Mut wachsen, mit dem wir die großen Aufgaben unserer Zeit zuversichtlich angehen können."
807,807,"Wir wollen sichern und ausbauen, was wir erarbeitet haben, wir wollen den Klimawandel bewältigen, die Arbeit von morgen schaffen, Chancen und Lasten gerecht verteilen, die Gesellschaft zusammenhalten und der Gefahr ihrer Spaltung begegnen."
808,808,"Wir Sozialdemokrat*innen sind entschlossen, diese Aufgaben zu bewältigen."
809,809,"Die meisten Bürger*innen in unserem Land eint das Bedürfnis nach Respekt, Zusammenhalt und Zuversicht für eine gute, sichere Zukunft in Deutschland und Europa."
810,810,"Diese Zuversicht entsteht aus dem Vertrauen, Einfluss darauf nehmen zu können, wohin sich unser Leben, wohin sich unsere Gesellschaft entwickelt."
811,811,"Immer mehr Bürger*innen wollen mitbestimmen, in welche Richtung wir gehen werden."
812,812,"Spürbar ist das in dem gewachsenen Bewusstsein um die ökologische Verantwortung, in der dringenden Sorge um den schwindenden Zusammenhalt oder in der wachsenden Kritik an Ungleichheit in unserer Gesellschaft."
813,813,"SPD-Parteivorstand 2021 Seite > 3  Kapitel 1 In der Corona-Krise wird einmal mehr überaus deutlich, dass Gewinnmaximierung und Kostenminimierung nicht das Maß aller Dinge sein dürfen."
814,814,"In der Wirtschaft, im Gesundheitssystem, im Bildungssystem, der Justiz und anderen wichtigen Bereichen wurde zu viel „auf Kante genäht“."
815,815,Aber unsere Gesellschaft ist stabil – auch unter widrigen Umständen und in krisenhaften Situationen.
816,816,"Wir müssen alles dransetzen, dass es so bleibt."
817,817,Die Stabilität verdanken wir der beeindruckenden Solidarität und den demokratischen Grundwerten unserer Gesellschaft.
818,818,Neue Akzeptanz und neue Begeisterung sowie neuer Respekt für demokratische Institutionen entstehen durch mehr Transparenz und Beteiligung.
819,819,Für den Zusammenhalt unserer Gesellschaft ist der Respekt vor der Verschiedenheit der Menschen und ihrer Lebensentwürfe eine der wichtigsten Grundlagen.
820,820,"Diese Vielfalt ist ein unschätzbarer Gewinn, und wir werden dafür sorgen, dass sie sich in allen Bereichen unserer Gesellschaft, in unseren Parlamenten und in den Formaten der Beteiligung angemessen widerspiegelt."
821,821,Vielen in Deutschland geht es – auch im Vergleich mit anderen Ländern – wirtschaftlich gut.
822,822,"Aber das gilt nicht für alle und es fehlt vielen die Gewissheit, dass das auch morgen so sein wird."
823,823,"Mit unserer Politik werden wir dazu beitragen, dass die Ungleichheit überwunden wird, Sicherheit im Wandel garantiert ist und neue Zuversicht entsteht."
824,824,1.1.
825,825,Zukunft sichern Ein kurzer Blick in die Zukunft: Spätestens 2045 werden wir klimaneutral wirtschaften.
826,826,"Windkraft und Sonne sind unsere Energiequellen, unterstützt durch eine saubere Wasserstoffwirtschaft."
827,827,"Öffentliche Gebäude, Schulen und Supermärkte beziehen Solarstrom, und klimafreundliches Unternehmertum wird finanziell belohnt."
828,828,Wir sehen in dieser Jahrhundertaufgabe riesige Potenziale für gute und sichere Arbeitsplätze.
829,829,"Deutschland ist erfolgreich als Exporteur umweltfreundlicher Technologien, weil es gelungen ist, Produktionsprozesse nachhaltig und die 20er zu einem Jahrzehnt der erneuerbaren Energien zu machen."
830,830,"Den sozial-ökologischen Umbau der Wirtschaft meistern wir, wenn wir wirtschaftlichen Erfolg zukünftig nicht nur am Bruttoinlandsprodukt messen, sondern am Wohlergehen der gesamten Gesellschaft und der Natur."
831,831,Wir richten unsere Politik an den Nachhaltigkeitszielen der Vereinten Nationen (SDG) aus und werden dazu die Deutsche Nachhaltigkeitsstrategie weiterentwickeln.
832,832,"Wenn der Staat maßgebliche Impulse gibt, durch kluge Spielregeln, die soziale und technische Innovationen hervorbringen, durch Förderung von Wissenschaft und Forschung, durch massive und stetige Investitionen in eine moderne Infrastruktur, durch aktive Förderung der Regionen im Wandel und durch Beteiligung der Bürger*innen im Allgemeinen und der Beschäftigten im Besonderen."
833,833,So werden Arbeitsplätze zukunftsfähig und neue gute Arbeitsplätze geschaffen.
834,834,So sichern wir Einkommen und Perspektiven für alle.
835,835,"Wir wollen einen neuen sozial-ökologischen Gesellschaftsvertrag, der dafür sorgt, dass im Wandel niemand abgehängt wird."
836,836,SPD-Parteivorstand 2021 Seite > 4  Kapitel 1 1.2.
837,837,"Respekt erneuern Die Corona-Krise hat uns allen in Deutschland vor Augen geführt, wie sehr wir in unserem Alltag auf die Arbeit derjenigen angewiesen sind, deren Einkommen bislang oft nur knapp zum Leben reicht."
838,838,"Die Kassierer*innen im Supermarkt, die Busfahrer*innen, Reinigungskräfte, Pflegekräfte und Erzieher*innen verdienen mehr Anerkennung – die sich auch in guten Einkommen und Arbeitsbedingungen niederschlägt."
839,839,Dafür werden wir kämpfen.
840,840,"Wie wertvoll ein funktionierender Sozialstaat ist, haben wir in der Corona-Krise erlebt."
841,841,"Wir bemühen uns, die wirtschaftlichen und sozialen Folgen der Krise bestmöglich durch verschiedene Maßnahmen abzumildern, etwa durch ein tragfähiges Kurzarbeitergeld."
842,842,"Erkennbar wurde aber auch, wo wir als Gesellschaft noch viel zu tun haben."
843,843,"Bei der immer noch nicht vollendeten Gleichstellung von Männern und Frauen, die sich vor allem daran zeigte, dass sich viele unvermittelt in alte Rollenmodelle zurückversetzt gesehen haben."
844,844,"Auch bei der unzureichenden Absicherung von Künstler*innen und Selbstständigen, den überteuerten Wohnungen nicht nur in den Ballungszentren und der mangelnden Infrastruktur im ländlichen Raum gibt es noch viel zu tun."
845,845,"Respekt vor der Würde aller Bürger*innen heißt für uns, dass alle ein Recht auf gleiche Verwirklichungschancen und ein sicheres Leben haben."
846,846,"Eine Wohnung, ein Kita-Platz, Zugang zu kostenloser Bildung, Mobilität, Kultur, Sport, einen schnellen Internetanschluss, Zugang zum Wissen dieser Welt, verlässliche digitale Dienste für eine aktive Zivilgesellschaft, Gesundheitsversorgung, Mitbestimmung im Arbeitsleben, eine sichere Rente, gute Pflege im Alter, das sind für uns soziale Grundrechte und die Voraussetzungen für die Stabilität von Familie und Gesellschaft."
847,847,"Wir treten für eine Gesellschaft ein, die von gegenseitigem Respekt getragen wird."
848,848,"Eine Gesellschaft, die, frei von Vorurteilen, alle Bürger*innen gleichermaßen respektiert."
849,849,"Wir schulden einander Respekt, egal ob eine*r studiert hat oder nicht, ob in Deutschland oder woanders, im Osten oder Westen geboren, ob weiblich, männlich oder divers, ob jung oder alt, arm oder reich, ob mit Behinderung oder ohne."
850,850,Für die Würde und Wertschätzung jeder und jedes einzelnen darf das keinen Unterschied machen.
851,851,"Wir wollen eine Gesellschaft des Zusammenhalts und stellen uns Hass und Hetze, jedweder Art von Ausgrenzung und Diskriminierung und dem Erstarken rechtsextremer Kräfte mit aller Entschiedenheit entgegen."
852,852,Wir wollen gleichwertige Lebensverhältnisse in ganz Deutschland schaffen.
853,853,"Dazu gehört auch, die deutsche Einheit zu vollenden und das Ungleichgewicht zwischen Metropole und Peripherie, zwischen traditionellen Industrieregionen und neuen Boom-Zonen, zwischen Stadt und Land zu reduzieren."
854,854,Gerade hier zeigen sich die Herausforderungen großer gesellschaftlicher Transformationsprozesse und des Strukturwandels.
855,855,"Dabei sind der Respekt und die Anerkennung der spezifisch ostdeutschen Lebenserfahrungen und Lebensleistungen zentral, um das Vertrauen in die Demokratie weiter zu stärken."
856,856,"Unser Ziel ist, die Sichtbarkeit der Ostdeutschen in allen Bereichen zu erhöhen."
857,857,SPD-Parteivorstand 2021 Seite > 5  Kapitel 1 1.3.
858,858,"Europa stärken Grenzenlos reisen, arbeiten, studieren oder leben."
859,859,"Die Europäische Union (EU) hat das Leben von Millionen von Menschen geprägt, neue Möglichkeiten und Freiheiten eröffnet und den unermesslichen Wert kultureller Vielfalt für unsere Gesellschaften für viele erlebbar gemacht."
860,860,"Sie hat gezeigt, dass wir gemeinsam mehr erreichen können."
861,861,Darauf wird es in Zukunft ganz besonders ankommen.
862,862,"In einem von globalem Wettbewerb geprägten Umfeld können wir unsere europäischen Werte und Interessen nur behaupten, wenn Europa nach innen geeint und nach außen handlungsfähig ist."
863,863,Wir wollen die Freiheit und Rechtstaatlichkeit in Europa schützen und die EU zur modernsten Demokratie der Welt machen.
864,864,"Wir wollen, dass Europa auch beim Klimaschutz Vorreiter wird."
865,865,Wir wollen ein digital souveränes Europa auf der Basis einer wertebasierten digitalen Wirtschaft.
866,866,"Mit Investitionen in unsere gemeinsame Wirtschaftsund Innovationskraft stärken wir Europa als den modernsten, sozialsten, nachhaltigsten und wettbewerbsfähigsten Wirtschaftsraum der Welt und sichern so die Grundlagen unseres Wohlstands."
867,867,"Damit schaffen wir die Voraussetzungen für ein souveränes Europa, das für soziale Gerechtigkeit, Wohlstand und Menschenrechte steht und sich geschlossen für eine gerechtere, friedlichere und nachhaltigere Welt einsetzt."
868,868,Nur miteinander werden wir eine humanitäre und solidarische Flüchtlingspolitik gewährleisten.
869,869,"Demokratie, Freiheit und Rechtsstaatlichkeit sind das Fundament unserer Gemeinschaft."
870,870,"Wir werden es nicht zulassen, dass nationalistischer Hass und populistische Hetze Europa spalten."
871,871,Wir meinen es ernst mit der europäischen Solidarität.
872,872,"Wir haben zu Beginn der Pandemie schnell und kraftvoll gehandelt und den größten Wiederaufbaufonds der Geschichte der Europäischen Union auf den Weg gebracht – eine Solidarleistung, die die sozialen Folgen der Corona-Krise abmildert und die gleichzeitig den sozial-ökologischen Wandel vorantreibt und Innovationen fördert."
873,873,Europa bekommt dafür weltweite Anerkennung.
874,874,Auf dieser Basis wollen wir neues Vertrauen in Europa aufbauen und eine wirtschaftliche und politische Spaltung der EU verhindern.
875,875,1.4.
876,876,Zusammenhalt wählen Wir haben vieles erreicht in der Regierungskoalition.
877,877,Die Erfolge tragen eine erkennbar sozialdemokratische Handschrift.
878,878,"Dazu zählen die Verlängerung und die Erhöhung des Kurzarbeitergelds, der Corona-Kinderbonus und die Erhöhung des Kinderzuschlags sowie mehr Geld für den Kita-Ausbau, die Ausgestaltung des Corona-Konjunkturpakets mit den Schwerpunkten der wirtschaftlichen Stabilisierung, der sozialen Sicherung und der ökologischen Transformation, dazu die deutliche Einschränkung von Werkvertragsund Leiharbeit in der Fleischindustrie."
879,879,"Wir haben die Grundrente, die Mindestausbildungsvergütung, die Brückenteilzeit und die Abschaffung des Soli- Zuschlags für niedrige und mittlere Einkommen durchgesetzt."
880,880,Bei der anstehenden Bundestagswahl geht es um Richtungsfragen.
881,881,"Es gibt die, die den Sozialstaat abbauen und Sozialleistungen kürzen wollen."
882,882,"Ihnen setzen wir das Konzept für einen Sozialstaat entgegen, der es allen ermöglicht, den Wandel zu meistern und kommenden Krisen zu trotzen."
883,883,"Denen, die gegen die Krise ansparen wollen und alle Lebensbereiche den Gesetzen des Marktes unterwerfen wollen, setzen wir zentrale Zukunftsmissionen mit konkreten Investitionsschwerpunkten entgegen."
884,884,"Für unser Streben nach mehr gegenseitigem Respekt in Deutschland, Europa und der Welt werben wir mit diesem Programm."
885,885,SPD-Parteivorstand 2021 Seite > 6   Kapitel 2 2.0.
886,886,Eine lebenswerte Zukunft Wir sehen viel Gutes.
887,887,"Wir sehen auch vieles, das man besser machen kann."
888,888,"Wir sehen aber auch Entwicklungen, die geändert oder gestoppt werden müssen, um eine gute Zukunft möglich zu machen."
889,889,"Deshalb werden wir in der Welt von morgen unseren Wohlstand sichern, erhalten und ausbauen und zugleich das Klima und die Umwelt schützen."
890,890,"Wir werden ermöglichen, dass alle Bürger*innen sicher leben und sich entfalten können."
891,891,"Viele Bürger*innen haben den Eindruck, dass staatliches Handeln oft einem Reparaturbetrieb gleicht."
892,892,"Mal wird da an einer Schraube gedreht, mal an einer anderen."
893,893,Dieses politische “Klein- Klein” überwinden wir.
894,894,Für uns geht es um die Bewältigung von Zukunftsaufgaben.
895,895,"Daher benennen wir vier Zukunftsmissionen, die für uns eine zentrale Bedeutung haben."
896,896,"Das gilt für den Kampf gegen den Klimawandel, für die Zukunft der Mobilität, für die Digitalisierung und für das Gesundheitssystem."
897,897,"Wir werden diese vier Zukunftsmissionen anpacken, um die Wirtschaft zu modernisieren, High-Tech in den Schlüsselbranchen zu fördern, unsere Lebensgrundlagen zu erhalten und die Arbeitsplätze der Zukunft zu schaffen."
898,898,Die Umsetzung dieser Missionen braucht ein hohes Niveau öffentlicher Investitionen und eine sozial-ökologisch ausgerichtete Wirtschaftsund Finanzpolitik.
899,899,"Wir werden diese Missionen im Zusammenwirken mit Gewerkschaften, Wissenschaft, Wirtschaft und Zivilgesellschaft voranbringen und den klimafreundlichen Infrastrukturausbau auf Grundlage eines neuen, gesamtgesellschaftlichen Infrastrukturkonsenses gestalten."
900,900,Darin zeigt sich unser Anspruch eines modernen und kooperativen Regierens.
901,901,2.1.
902,902,"Zukunftsmission I. Klimaneutrales Deutschland Den Klimawandel zu stoppen, ist eine Menschheitsaufgabe."
903,903,"Unsere Politik richtet sich nach dem Klimaabkommen von Paris: Wir müssen die globale Erderwärmung auf möglichst 1,5 Grad Celsius begrenzen."
904,904,"Darum haben wir uns zum Ziel gesetzt, in Deutschland bis spätestens 2045 komplett klimaneutral zu sein."
905,905,"Mit dem Klimaschutzgesetz haben wir dafür gesorgt, dass das Klimaabkommen konkret wird: Es bietet einen wirkungsvollen Kontrollmechanismus zur Erreichung der Klimaziele."
906,906,Dementsprechend werden wir im Einklang mit den europäischen Klimazielen unser Minderungsziel für 2030 deutlich (auf 65 %) anheben; auch für 2040 werden wir ein Minderungsziel festschreiben (88 %).
907,907,"Es kommt jetzt darauf an, die Ziele in praktische Politik umzusetzen."
908,908,Der Ausstieg aus der Atomenergie ist Ende nächsten Jahres bereits vollzogen.
909,909,Auch der Kohleausstieg ist beschlossene Sache.
910,910,"Dabei gilt, je schneller der Ausbau der Stromerzeugung aus erneuerbaren Energien erfolgt und je schneller die nötigen Stromleitungen und Verteilnetze gebaut werden, desto eher kann auf fossile Energieträger verzichtet werden."
911,911,"Wir haben in dieser Wahlperiode den Ausstieg aufs Gleis gesetzt und ihn mit umfassenden Strukturhilfen verbunden, die wir zügig umsetzen wollen."
